"Date Sampled","Address","1st Draw","2-3 Minute","5 Minute","numAddr","geometry"
"11/22/2019","101XX S VERNON AVE","9.5","8.5","2.2","10100 S VERNON AVE",c(-77.5194227975211, 40.1121496078305)
"2/22/2022","101XX S VERNON AVE","12","8.2","1.4","10100 S VERNON AVE",c(-77.5194227975211, 40.1121496078305)
"2/3/2019","101XX S WALLACE ST","2.6","2.7","2.6","10100 S WALLACE ST",c(-77.5194227951253, 40.1121495379524)
"3/21/2019","101XX S WASHTENAW AVE","1.6","2.9","4.4","10100 S WASHTENAW AVE",c(-77.5194227901958, 40.1121493978226)
"10/12/2019","101XX S Washtenaw Ave","8.2","8","14","10100 S Washtenaw Ave",c(-77.5194227901958, 40.1121493978226)
"11/27/2019","101XX S WASHTENAW AVE","5.1","12","2.2","10100 S WASHTENAW AVE",c(-77.5194227901958, 40.1121493978226)
"10/26/2021","101XX S Washtenaw Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10100 S Washtenaw Ave",c(-77.5194227901958, 40.1121493978226)
"2/11/2019","101XX S WENTWORTH AVE","< 1","< 1","< 1","10100 S WENTWORTH AVE",c(-77.5194227961189, 40.1121495645255)
"5/5/2019","101XX S YALE AVE","1.2","1.9","< 1","10100 S YALE AVE",c(-77.5194227959491, 40.1121495612244)
"8/28/2019","101XX S YALE AVE","4.3","13","6.4","10100 S YALE AVE",c(-77.5194227959491, 40.1121495612244)
"11/22/2019","101XX S YALE AVE","8.3","< 1","< 1","10100 S YALE AVE",c(-77.5194227959491, 40.1121495612244)
"8/11/2019","101XX S YATES AVE","6.5","20","17","10100 S YATES AVE",c(-77.5194228018941, 40.112149739584)
"11/22/2019","101XX S Yates Ave","36","9.9","1.8","10100 S Yates Ave",c(-77.5194228018941, 40.112149739584)
"11/25/2019","101XX S YATES AVE","4.2","11","3.5","10100 S YATES AVE",c(-77.5194228018941, 40.112149739584)
"1/24/2020","101XX S YATES AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10100 S YATES AVE",c(-77.5194228018941, 40.112149739584)
"5/21/2021","101XX S Yates Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10100 S Yates Ave",c(-77.5194228018941, 40.112149739584)
"10/7/2021","101XX S YATES AVE","4.4","4","3.1","10100 S YATES AVE",c(-77.5194228018941, 40.112149739584)
"8/16/2016","102XX S ABERDEEN ST","4.7","10","5.3","10200 S ABERDEEN ST",c(-77.5194228003729, 40.1121495050242)
"11/11/2018","102XX S ALBANY AVE","1.2","< 1","< 1","10200 S ALBANY AVE",c(-77.5194227990007, 40.1121493724831)
"6/21/2021","102XX S ALBANY AVE","2.6","2.7","2.7","10200 S ALBANY AVE",c(-77.5194227990007, 40.1121493724831)
"10/22/2016","102XX S ARTESIAN AVE","6.1","15","4.7","10200 S ARTESIAN AVE",c(-77.519422797472, 40.1121494145462)
"11/30/2016","102XX S ARTESIAN AVE","2.8","2.1","1.4","10200 S ARTESIAN AVE",c(-77.519422797472, 40.1121494145462)
"12/20/2016","102XX S ARTESIAN AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10200 S ARTESIAN AVE",c(-77.519422797472, 40.1121494145462)
"10/3/2019","102XX S ARTESIAN AVE","5.8","3.3","1.1","10200 S ARTESIAN AVE",c(-77.519422797472, 40.1121494145462)
"10/12/2019","102XX S ARTESIAN AVE","4.6","5.5","5.8","10200 S ARTESIAN AVE",c(-77.519422797472, 40.1121494145462)
"8/27/2019","102XX S AVENUE L","3.5","1.9","1.7","10200 S AVENUE L",c(-77.5194228118018, 40.1121498165062)
"11/21/2019","102XX S AVENUE L","3.1","2.8","1.9","10200 S AVENUE L",c(-77.5194228118018, 40.1121498165062)
"6/24/2021","102XX S AVENUE L","2.8","9.4","4.8","10200 S AVENUE L",c(-77.5194228118018, 40.1121498165062)
"10/18/2019","102XX S BELL AVE","1.2","5.1","1.1","10200 S BELL AVE",c(-77.5194227980428, 40.1121494265997)
"10/2/2021","102XX S Bensley Ave","<1.0","<1.0","<1.0","10200 S Bensley Ave",c(-77.5194228083891, 40.1121497433495)
"7/23/2016","102XX S BEVERLY AVE","5.4","3.6","3.2","10200 S BEVERLY AVE",c(-77.5194227984883, 40.1121494858091)
"10/15/2020","102XX S CALHOUN AVE","1.8","7.3","1","10200 S CALHOUN AVE",c(-77.5194228084909, 40.1121497462022)
"7/24/2016","102XX S CALIFORNIA AVE","< 1","< 1","< 1","10200 S CALIFORNIA AVE",c(-77.5194227964314, 40.1121493914731)
"12/15/2018","102XX S CALIFORNIA AVE","4.5","5.7","8.2","10200 S CALIFORNIA AVE",c(-77.5194227964314, 40.1121493914731)
"4/18/2019","102XX S CALIFORNIA AVE","1.1","4.1","< 1","10200 S CALIFORNIA AVE",c(-77.5194227964314, 40.1121493914731)
"12/30/2021","102XX S CALIFORNIA AVE","0.6","<0.5","<0.5","10200 S CALIFORNIA AVE",c(-77.5194227964314, 40.1121493914731)
"11/21/2019","102XX S CALUMET AVE","2.3","5.2","1.5","10200 S CALUMET AVE",c(-77.519422803833, 40.1121496010845)
"2/20/2020","102XX S CALUMET AVE","1.9","3.1","< 1","10200 S CALUMET AVE",c(-77.519422803833, 40.1121496010845)
"8/8/2019","102XX S CARPENTER ST","5.1","8.2","4.6","10200 S CARPENTER ST",c(-77.519422800547, 40.1121495078946)
"4/9/2019","102XX S CHARLES ST","4.4","9.5","3.1","10200 S CHARLES ST",c(-77.5194227981254, 40.1121494786138)
"7/26/2021","102XX S CHARLES ST","<1.0","<1.0","<1.0","10200 S CHARLES ST",c(-77.5194227981254, 40.1121494786138)
"8/1/2016","102XX S CRANDON AVE","2.6","6.4","1.3","10200 S CRANDON AVE",c(-77.5194228080823, 40.1121497328766)
"6/18/2019","102XX S DR MARTIN LUTHER KING JR DR","3.6","12","1.8","10200 S DR MARTIN LUTHER KING JR DR",c(-77.5195843716727, 40.1123852974786)
"7/25/2019","102XX S EBERHART AVE","1.4","3.1","1.7","10200 S EBERHART AVE",c(-77.5194228042219, 40.112149611069)
"9/2/2019","102XX S EBERHART AVE","3.8","4.7","3.1","10200 S EBERHART AVE",c(-77.5194228042219, 40.112149611069)
"6/24/2021","102XX S EBERHART AVE","< 1","< 1","< 1","10200 S EBERHART AVE",c(-77.5194228042219, 40.112149611069)
"11/15/2018","102XX S FOREST AVE","4.1","3.9","10","10200 S FOREST AVE",c(-77.5194228037122, 40.1121495975853)
"11/15/2018","102XX S FOREST AVE","4.1","3.9","10","10200 S FOREST AVE",c(-77.5194228037122, 40.1121495975853)
"2/11/2019","102XX S FOREST AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10200 S FOREST AVE",c(-77.5194228037122, 40.1121495975853)
"12/10/2019","102XX S GREEN ST","3.4","11","2.8","10200 S GREEN ST",c(-77.5194228011079, 40.1121495212188)
"9/19/2019","102XX S HOXIE AVE","2.6","2.3","2.1","10200 S HOXIE AVE",c(-77.5194228085969, 40.1121497494644)
"9/11/2019","102XX S HOYNE AVE","1.9","5.7","2.9","10200 S HOYNE AVE",c(-77.5194227982071, 40.1121494354287)
"8/20/2019","102XX S LA SALLE ST","1.9","1.7","1.6","10200 S LA SALLE ST",c(-77.5194228026786, 40.1121495677464)
"9/19/2021","102XX S La Salle St","140","10","4","10200 S La Salle St",c(-77.5194228026786, 40.1121495677464)
"7/27/2021","102XX S LAFAYETTE AVE","4.9","9.4","2.1","10200 S LAFAYETTE AVE",c(-77.5194228029746, 40.1121495742169)
"9/25/2016","102XX S LEAVITT ST","2.6","3","2.7","10200 S LEAVITT ST",c(-77.519422798142, 40.1121494309246)
"7/3/2018","102XX S LEAVITT ST","2.1","4","2.5","10200 S LEAVITT ST",c(-77.519422798142, 40.1121494309246)
"4/13/2019","102XX S LEAVITT ST","4.8","3","5.6","10200 S LEAVITT ST",c(-77.519422798142, 40.1121494309246)
"3/30/2020","102XX S LEAVITT ST","1.6","1.9","1","10200 S LEAVITT ST",c(-77.519422798142, 40.1121494309246)
"8/12/2020","102XX S MAY ST","8.4","7.4","13","10200 S MAY ST",c(-77.5194228003575, 40.1121495012519)
"8/12/2020","102XX S May St","8.4","7.4","13","10200 S May St",c(-77.5194228003575, 40.1121495012519)
"6/23/2021","102XX S May St","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10200 S May St",c(-77.5194228003575, 40.1121495012519)
"10/28/2021","102XX S MICHIGAN AVE","<1.0","<1.0","<1.0","10200 S MICHIGAN AVE",c(-77.519422803349, 40.1121495879728)
"4/27/2019","102XX S MORGAN ST","1.1","< 1","< 1","10200 S MORGAN ST",c(-77.5194228023743, 40.112149511679)
"2/25/2020","102XX S MORGAN ST","1.7","5.3","1.2","10200 S MORGAN ST",c(-77.5194228023743, 40.112149511679)
"4/30/2021","102XX S MORGAN ST","1.4","3","2.8","10200 S MORGAN ST",c(-77.5194228023743, 40.112149511679)
"4/17/2019","102XX S NORMAL AVE","< 1","< 1","< 1","10200 S NORMAL AVE",c(-77.5194228018302, 40.1121495450229)
"4/17/2019","102XX S NORMAL AVE","< 1","< 1","< 1","10200 S NORMAL AVE",c(-77.5194228018302, 40.1121495450229)
"4/2/2019","102XX S OAKLEY AVE","2.3","1.5","< 1","10200 S OAKLEY AVE",c(-77.5194227978802, 40.1121494221079)
"4/7/2019","102XX S OAKLEY AVE","3.1","7.5","1.2","10200 S OAKLEY AVE",c(-77.5194227978802, 40.1121494221079)
"5/17/2019","102XX S OAKLEY AVE","3.1","5","1.1","10200 S OAKLEY AVE",c(-77.5194227978802, 40.1121494221079)
"9/18/2019","102XX S OAKLEY AVE","3","2.4","4.4","10200 S OAKLEY AVE",c(-77.5194227978802, 40.1121494221079)
"5/3/2019","102XX S OGLESBY AVE","13","18","3.5","10200 S OGLESBY AVE",c(-77.5194228081707, 40.1121497367167)
"9/17/2019","102XX S OGLESBY AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10200 S OGLESBY AVE",c(-77.5194228081707, 40.1121497367167)
"8/21/2019","102XX S PRAIRIE AVE","5.3","5.4","4.8","10200 S PRAIRIE AVE",c(-77.5194228036439, 40.1121495943116)
"9/26/2019","102XX S PROSPECT AVE","2.7","3.8","2.1","10200 S PROSPECT AVE",c(-77.519422800133, 40.1121494712248)
"1/6/2020","102XX S PROSPECT AVE","2.9","6.1","2.3","10200 S PROSPECT AVE",c(-77.519422800133, 40.1121494712248)
"2/19/2019","102XX S RHODES AVE","3.5","2.6","1.5","10200 S RHODES AVE",c(-77.5194228043519, 40.1121496142423)
"1/14/2020","102XX S RHODES AVE","2.3","6.4","2.2","10200 S RHODES AVE",c(-77.5194228043519, 40.1121496142423)
"7/28/2021","102XX S SAINT LAWRENCE AVE","2.9","7.8","3","10200 S SAINT LAWRENCE AVE",c(-77.519422804367, 40.1121496177311)
"8/6/2016","102XX S SEELEY AVE","3.1","2.2","2","10200 S SEELEY AVE",c(-77.5194227999988, 40.1121494415272)
"11/21/2018","102XX S SEELEY AVE","1.9","1.3","< 1","10200 S SEELEY AVE",c(-77.5194227999988, 40.1121494415272)
"8/6/2016","102XX S SPRINGFIELD AVE","3.8","8.8","3.4","10200 S SPRINGFIELD AVE",c(-77.5194227945363, 40.1121493173503)
"11/27/2019","102XX S SPRINGFIELD AVE","2.3","4.5","1.4","10200 S SPRINGFIELD AVE",c(-77.5194227945363, 40.1121493173503)
"10/11/2019","102XX S VAN VLISSINGEN RD","9.4","11","2.6","10200 S VAN VLISSINGEN RD",c(-77.5194228079128, 40.1121497279643)
"4/4/2019","102XX S WASHTENAW AVE","1.9","5.2","1.8","10200 S WASHTENAW AVE",c(-77.5194227978174, 40.1121493975141)
"6/21/2016","102XX S WHIPPLE ST","1.4","1.4","1.3","10200 S WHIPPLE ST",c(-77.5194227991021, 40.1121493756501)
"12/7/2018","102XX S WHIPPLE ST","1.7","6.3","1.2","10200 S WHIPPLE ST",c(-77.5194227991021, 40.1121493756501)
"6/21/2019","102XX S YALE AVE","2.5","4.5","5","10200 S YALE AVE",c(-77.5194228024405, 40.1121495611731)
"12/3/2019","102XX S YALE AVE","3.2","1.9","1","10200 S YALE AVE",c(-77.5194228024405, 40.1121495611731)
"5/1/2019","102XX S YATES AVE","21","8.9","4.1","10200 S YATES AVE",c(-77.5194228083293, 40.1121497395782)
NA,"102XX S YATES AVE","Customer declined further testing",NA,NA,"10200 S YATES AVE",c(-77.5194228083293, 40.1121497395782)
"6/25/2016","103XX S ALBANY AVE","1.6","1","< 1","10300 S ALBANY AVE",c(-77.5194228026898, 40.1121493706193)
"6/13/2019","103XX S ALBANY AVE","3.4","7.7","1.9","10300 S ALBANY AVE",c(-77.5194228026898, 40.1121493706193)
"6/20/2019","103XX S ALBANY AVE","2.1","9.5","2.1","10300 S ALBANY AVE",c(-77.5194228026898, 40.1121493706193)
"2/26/2019","103XX S ARTESIAN AVE","< 1","< 1","< 1","10300 S ARTESIAN AVE",c(-77.5194228054603, 40.1121494150195)
"7/13/2019","103XX S ARTESIAN AVE","3.3","6.9","6.3","10300 S ARTESIAN AVE",c(-77.5194228054603, 40.1121494150195)
"5/20/2020","103XX S ARTESIAN AVE","3","9.5","4.4","10300 S ARTESIAN AVE",c(-77.5194228054603, 40.1121494150195)
"12/9/2018","103XX S AVENUE G","2.2","4.8","1.9","10300 S AVENUE G",c(-77.519422818994, 40.1121498300047)
"7/28/2019","103XX S AVENUE N","3.3","5.4","1.5","10300 S AVENUE N",c(-77.5194228181667, 40.1121498096549)
"11/5/2019","103XX S AVENUE N","12","6.9","2.1","10300 S AVENUE N",c(-77.5194228181667, 40.1121498096549)
"1/10/2021","103XX S AVENUE N","3.3","7.4","1.4","10300 S AVENUE N",c(-77.5194228181667, 40.1121498096549)
"12/4/2019","103XX S AVENUE O","3.1","6.1","2.3","10300 S AVENUE O",c(-77.519422817782, 40.1121498063501)
"7/2/2018","103XX S BELL AVE","1.3","1.6","1.5","10300 S BELL AVE",c(-77.5194228060178, 40.1121494284711)
"8/8/2019","103XX S BELL AVE","9.9","6.6","6.6","10300 S BELL AVE",c(-77.5194228060178, 40.1121494284711)
"9/29/2019","103XX S BELL AVE","3.3","5.5","3.3","10300 S BELL AVE",c(-77.5194228060178, 40.1121494284711)
"5/11/2021","103XX S BELL AVE","1.1","4.4","1","10300 S BELL AVE",c(-77.5194228060178, 40.1121494284711)
"3/8/2019","103XX S BENSLEY AVE","1.2","< 1","< 1","10300 S BENSLEY AVE",c(-77.5194228148008, 40.1121497432176)
"9/16/2019","103XX S CALHOUN AVE","1.1","7.6","2.1","10300 S CALHOUN AVE",c(-77.5194228151056, 40.1121497460004)
"6/16/2018","103XX S CALIFORNIA AVE","1.1","1.2","1.2","10300 S CALIFORNIA AVE",c(-77.5194228028667, 40.1121493915189)
"8/7/2018","103XX S CALIFORNIA AVE","< 1","< 1","< 1","10300 S CALIFORNIA AVE",c(-77.5194228028667, 40.1121493915189)
"4/13/2019","103XX S CALIFORNIA AVE","1.1","3","1.7","10300 S CALIFORNIA AVE",c(-77.5194228028667, 40.1121493915189)
"3/31/2019","103XX S CAMPBELL AVE","1.2","2.3","< 1","10300 S CAMPBELL AVE",c(-77.5194228053355, 40.1121494116802)
"11/30/2019","103XX S CAMPBELL AVE","2.1","3.4","1.3","10300 S CAMPBELL AVE",c(-77.5194228053355, 40.1121494116802)
"3/23/2019","103XX S CENTRAL PARK AVE","2.6","4.8","< 1","10300 S CENTRAL PARK AVE",c(-77.5194228013503, 40.1121493373504)
"8/9/2019","103XX S CENTRAL PARK AVE","2.6","5.2","2.1","10300 S CENTRAL PARK AVE",c(-77.5194228013503, 40.1121493373504)
"8/18/2019","103XX S CENTRAL PARK AVE","3.6","1.8","1.8","10300 S CENTRAL PARK AVE",c(-77.5194228013503, 40.1121493373504)
"6/30/2018","103XX S CHRISTIANA AVE","4.5","7","2.8","10300 S CHRISTIANA AVE",c(-77.5194228017392, 40.1121493538116)
"7/23/2018","103XX S CHRISTIANA AVE","2.8","14","2.9","10300 S CHRISTIANA AVE",c(-77.5194228017392, 40.1121493538116)
"11/6/2019","103XX S CLAREMONT AVE","3.4","6.8","7.3","10300 S CLAREMONT AVE",c(-77.5194228058278, 40.1121494218346)
"10/11/2021","103XX S CLAREMONT AVE","1.6","1.6","1","10300 S CLAREMONT AVE",c(-77.5194228058278, 40.1121494218346)
"7/5/2019","103XX S COTTAGE GROVE AVE","3.8","4.4","2.5","10300 S COTTAGE GROVE AVE",c(-77.5194228109956, 40.1121496245472)
"6/5/2018","103XX S CRANDON AVE","4.7","5.2","4.1","10300 S CRANDON AVE",c(-77.5194228160317, 40.1121497332435)
"10/8/2019","103XX S CRANDON AVE","2.6","6.7","1.9","10300 S CRANDON AVE",c(-77.5194228160317, 40.1121497332435)
"6/18/2021","103XX S DR MARTIN LUTHER KING JR DR","2.4","< 1","< 1","10300 S DR MARTIN LUTHER KING JR DR",c(-77.5195843716727, 40.1123852974786)
"3/10/2019","103XX S DRAKE AVE","2.6","4.2","< 1","10300 S DRAKE AVE",c(-77.5194228014843, 40.1121493405543)
"4/23/2019","103XX S DRAKE AVE","4.2","1.8","1.1","10300 S DRAKE AVE",c(-77.5194228014843, 40.1121493405543)
"8/8/2019","103XX S DRAKE AVE","2.8","6.6","1.7","10300 S DRAKE AVE",c(-77.5194228014843, 40.1121493405543)
"9/8/2019","103XX S DRAKE AVE","7.3","8.9","1.9","10300 S DRAKE AVE",c(-77.5194228014843, 40.1121493405543)
"3/29/2019","103XX S EBERHART AVE","2.7","2.5","1.4","10300 S EBERHART AVE",c(-77.519422812286, 40.112149611404)
"9/20/2021","103XX S EBERHART AVE","2.3","2.9","2.2","10300 S EBERHART AVE",c(-77.519422812286, 40.112149611404)
"8/8/2019","103XX S EMERALD AVE","3.3","12","4.6","10300 S EMERALD AVE",c(-77.5194228094944, 40.1121495282904)
"2/11/2019","103XX S FAIRFIELD AVE","4","3","2.7","10300 S FAIRFIELD AVE",c(-77.5194228031712, 40.1121493949842)
"7/18/2019","103XX S FAIRFIELD AVE","1.9","4.9","2.8","10300 S FAIRFIELD AVE",c(-77.5194228031712, 40.1121493949842)
"10/15/2019","103XX S FAIRFIELD AVE","5.1","4.9","4","10300 S FAIRFIELD AVE",c(-77.5194228031712, 40.1121493949842)
"10/24/2019","103XX S FAIRFIELD AVE","2.4","1.8","1.9","10300 S FAIRFIELD AVE",c(-77.5194228031712, 40.1121493949842)
"7/15/2019","103XX S FOREST AVE","5.8","22","8.2","10300 S FOREST AVE",c(-77.5194228118463, 40.1121495980175)
NA,"103XX S FOREST AVE","Customer declined further testing",NA,NA,"10300 S FOREST AVE",c(-77.5194228118463, 40.1121495980175)
"9/24/2021","103XX S FOREST AVE","2.4","2.8","1.9","10300 S FOREST AVE",c(-77.5194228118463, 40.1121495980175)
"9/16/2019","103XX S GREEN BAY AVE","3.1","6.8","< 1","10300 S GREEN BAY AVE",c(-77.5194228176125, 40.112149802985)
"4/30/2019","103XX S HALE AVE","3.8","2.1","1.8","10300 S HALE AVE",c(-77.5194228051075, 40.1121494542033)
"8/13/2016","103XX S HAMILTON AVE","7.6","16","13","10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"9/28/2016","103XX S HAMILTON AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"10/21/2016","103XX S HAMILTON AVE","3.5","4.5","4.1","10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"7/31/2018","103XX S HAMILTON AVE","1.4","2.3","1.9","10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"9/23/2019","103XX S HAMILTON AVE","2.8","4.7","6.1","10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"7/8/2020","103XX S HAMILTON AVE","2.9","7.7","1.5","10300 S HAMILTON AVE",c(-77.5194228047121, 40.1121494342856)
"8/21/2016","103XX S HAMLIN AVE","3.1","2.1","1.5","10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
"10/5/2016","103XX S HAMLIN AVE","5.2","15","6.7","10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
"3/22/2019","103XX S HAMLIN AVE","4.1","11","2.5","10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
"9/12/2019","103XX S HAMLIN AVE","< 1","< 1","< 1","10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
"10/19/2019","103XX S HAMLIN AVE","5.3","8.9","5.8","10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
NA,"103XX S HAMLIN AVE","Customer declined further testing",NA,NA,"10300 S HAMLIN AVE",c(-77.5194228005427, 40.1121493241699)
"12/28/2018","103XX S HOMAN AVE","1.7","< 1","< 1","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"3/4/2019","103XX S HOMAN AVE","4.5","13","2.5","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"3/11/2019","103XX S HOMAN AVE","1.9","4.1","< 1","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"4/5/2019","103XX S HOMAN AVE","2.8","1.8","< 1","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"7/29/2019","103XX S HOMAN AVE","8.6","11","11","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"9/27/2019","103XX S HOMAN AVE","3.9","5.6","2.7","10300 S HOMAN AVE",c(-77.5194228015054, 40.1121493505315)
"10/4/2021","103XX S Homan Ave","3.2","6.1","2.7","10300 S Homan Ave",c(-77.5194228015054, 40.1121493505315)
"3/3/2020","103XX S HOXIE AVE","1.8","< 1","< 1","10300 S HOXIE AVE",c(-77.5194228152437, 40.1121497493095)
"3/7/2019","103XX S HOYNE AVE","4","3.5","2.1","10300 S HOYNE AVE",c(-77.519422804852, 40.1121494378598)
"8/2/2019","103XX S HOYNE AVE","10","11","6","10300 S HOYNE AVE",c(-77.519422804852, 40.1121494378598)
"10/23/2019","103XX S HOYNE AVE","1.2","1.2","1.2","10300 S HOYNE AVE",c(-77.519422804852, 40.1121494378598)
"9/19/2016","103XX S LAWNDALE AVE","7.4","1.2","< 1","10300 S LAWNDALE AVE",c(-77.5194228023532, 40.112149330869)
"9/2/2019","103XX S LAWNDALE AVE","1.9","10","1.8","10300 S LAWNDALE AVE",c(-77.5194228023532, 40.112149330869)
"1/6/2019","103XX S LEAVITT ST","< 1","< 1","< 1","10300 S LEAVITT ST",c(-77.5194228049791, 40.1121494314598)
"2/11/2019","103XX S LEAVITT ST","1.8","1.5","1.5","10300 S LEAVITT ST",c(-77.5194228049791, 40.1121494314598)
"11/3/2020","103XX S LEAVITT ST","2.3","4.5","2.2","10300 S LEAVITT ST",c(-77.5194228049791, 40.1121494314598)
"4/15/2019","103XX S LONGWOOD DR","< 1","< 1","< 1","10300 S LONGWOOD DR",c(-77.5194228055467, 40.1121494465266)
"4/28/2019","103XX S LONGWOOD DR","< 1","< 1","< 1","10300 S LONGWOOD DR",c(-77.5194228055467, 40.1121494465266)
"9/15/2019","103XX S LONGWOOD DR","< 1","< 1","< 1","10300 S LONGWOOD DR",c(-77.5194228055467, 40.1121494465266)
"8/22/2018","103XX S MILLARD AVE","< 1","< 1","< 1","10300 S MILLARD AVE",c(-77.5194228025217, 40.1121493342234)
"7/4/2019","103XX S MILLARD AVE","< 1","< 1","< 1","10300 S MILLARD AVE",c(-77.5194228025217, 40.1121493342234)
"11/1/2021","103XX S MORGAN ST","23","2.6","2.3","10300 S MORGAN ST",c(-77.5194228071447, 40.1121495116334)
"3/4/2019","103XX S OAKLEY AVE","1.6","2.5","3.3","10300 S OAKLEY AVE",c(-77.5194228059191, 40.1121494251502)
"6/22/2019","103XX S OAKLEY AVE","2.2","1.3","1.1","10300 S OAKLEY AVE",c(-77.5194228059191, 40.1121494251502)
"7/23/2019","103XX S OAKLEY AVE","2.7","6","2.8","10300 S OAKLEY AVE",c(-77.5194228059191, 40.1121494251502)
"4/9/2019","103XX S OGLESBY AVE","1.9","2.5","< 1","10300 S OGLESBY AVE",c(-77.5194228145824, 40.1121497365847)
"2/4/2019","103XX S PEORIA","240","2.1","1.6","10300 S PEORIA",c(-77.5195843716727, 40.1123852974786)
"8/29/2019","103XX S PEORIA","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10300 S PEORIA",c(-77.5195843716727, 40.1123852974786)
"9/22/2016","103XX S PEORIA ST","10","3.7","3","10300 S PEORIA ST",c(-77.5194228090386, 40.1121495182859)
"7/18/2019","103XX S PEORIA ST","5.7","4.9","2.1","10300 S PEORIA ST",c(-77.5194228090386, 40.1121495182859)
"12/21/2021","103XX S PRAIRIE AVE","<0.5","<0.5","<0.5","10300 S PRAIRIE AVE",c(-77.5194228117393, 40.1121495946749)
"7/25/2016","103XX S PROSPECT AVE","7.3","17","7.9","10300 S PROSPECT AVE",c(-77.5194228058274, 40.1121494712645)
"10/8/2016","103XX S PROSPECT AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"10300 S PROSPECT AVE",c(-77.5194228058274, 40.1121494712645)
"7/20/2021","103XX S RACINE AVE","1.9","1.3","1.1","10300 S RACINE AVE",c(-77.5194227827262, 40.1121494988493)
"7/20/2021","103XX S RACINE AVE","1.9","1.3","1.1","10300 S RACINE AVE",c(-77.5194227827262, 40.1121494988493)
"4/29/2019","103XX S RHODES AVE","1.4","1.5","< 1","10300 S RHODES AVE",c(-77.5194228123967, 40.1121496147492)
